"","deltadelta_a_glu_S16","deltadelta_a_noglu_S35","deltadelta_b_glu_S53","deltadelta_b_noglu_S36","deltadelta_c_glu_S43","deltadelta_d_glu_S44","deltadelta_d_noglu_S5","tbsP_a_glu_S33","tbsP_a_noglu_S24","tbsP_b_glu_S2","tbsP_b_noglu_S30","tbsP_c_glu_S51","tbsP_c_noglu_S15","tbsP_d_glu_S52","tbsP_d_noglu_S31","trmB_a_glu_S4","tbsP_e_noglu_S50","tbsP_e_glu_S3","trmB_a_noglu_S32","trmB_b_noglu_S25","trmB_c_glu_S34","trmB_c_noglu_S1","WT_a_glu_S39","WT_a_noglu_S37","WT_b_glu_S13","WT_b_noglu_S17","WT_c_glu_S18","WT_c_noglu_S6","WT_d_glu_S19","WT_d_noglu_s38","dpyrE2_4hpfe_2_S2","dpyrE2_4hpfe_4_S16","dtbsP_4hpfe_2_S38","dtbsP_4hpfe_5_S43","dtbsP_4hpfe_6_S49","dtrmB_4hmfe_1_S24","dtrmB_4hmfe_5_S30","dtrmB_4hmfe_6_S36","dtrmB_4hpfe_1_S21","dtrmB_4hpfe_5_S27","dtrmB_4hpfe_6_S33"
"HVO_RS09380",13599.8811462536,2338.00134513408,12123.2297020231,1951.34217263559,14606.9823702887,12578.2592514248,2705.58360997709,18004.9957979143,7387.99675757563,14986.7394431028,6222.73431217941,12616.020719659,6616.37240182909,13521.2093155289,6805.86659856476,11345.3993668055,6378.75132252418,15985.5015041164,2149.43124168894,1181.50192234835,6467.47248145286,1401.13679790104,5516.97628006069,5383.70025541479,10990.3645621843,8107.39494739105,5998.53177647526,10389.4775508332,4623.58725799463,7311.10982929584,10044.5723792583,10431.0151983809,38094.7642444213,37810.1212539199,25774.5183961545,468.159705173142,451.000722947414,603.546515581349,12533.3848164926,20917.6695235375,22524.1234376266
"HVO_RS09385",13516.0499499101,13901.0035563267,16259.0880843667,18521.4592860921,16501.4927182679,16536.1695743823,19457.0139904007,18711.0545929238,17006.0507599741,15824.6701283316,18122.6889824646,13511.3412028108,14236.8531726146,13542.9153813602,17804.4038470001,15453.7244577141,16646.1843960553,13519.7046412935,20140.7881655027,15998.7332078666,12325.4187807989,19661.8819914449,10018.5400699486,12529.7710609046,7516.55154140034,15607.4101401218,11109.8018730968,21490.2867199376,10540.3987729269,15523.8578681027,11747.5374865666,12164.8353467843,13181.5667962877,14088.6339830635,14228.8810794119,8441.41381439523,8776.32858445251,8926.57958359827,10792.3218578214,12373.9585106289,12405.6568022371
"HVO_RS09390",19728.7876018604,28314.0190232209,25858.0265909125,32684.0763164269,25882.9074600654,27087.8977601905,34650.8568974305,31055.663426627,27398.8553785781,25130.1619394085,29071.7204213316,20944.1318920812,27770.2240366937,22165.2326085016,30865.5681188212,25325.695335324,29303.0044741921,22222.1831088024,25081.1999198515,21288.4128035191,19683.8653262603,25773.7666870278,17345.2791046278,21371.3433821075,9921.63535221861,25694.413176776,16246.4464696188,39424.9243295385,17290.836169599,30571.0591728769,26124.6534476534,26125.6996667412,25825.5168199172,26978.1201869466,26465.215036644,12981.9813897236,13864.6351280286,13385.6487703933,12448.3165937562,24025.5177930972,24306.8785128818
"HVO_RS09395",37158.7545994029,67159.8275017179,52854.2639573226,67612.7391765162,49056.7676516433,54285.11887457,72040.5588823052,63899.8105238758,53741.9462396319,49683.2767055403,60548.322713969,44126.9532489729,61928.968446713,44640.1940794422,63776.9091102534,50082.3424265449,63257.1057894103,41889.3464419823,39490.4930194322,32819.1019503941,38903.0918415704,37869.8504647762,33909.4716783535,45700.5270508292,18966.5464658584,53964.5664242408,29903.8481327246,82788.9105565669,32642.0659830084,64613.2472630018,82447.7200114231,82268.1606527168,74993.0143921183,79655.8706729616,76219.2359916733,29747.0421361568,30306.1574512849,29006.1078904393,34780.1428657669,70696.8474329286,73451.7022965641
"HVO_RS09400",16975.4327127811,32790.3290806625,27008.6722984076,35417.4034784674,23064.4957938593,25449.0597006334,37327.9306695785,31321.8009189794,27312.5103251003,25068.092999762,31757.5568837382,22815.5303000567,33308.8476801261,21755.3219037644,33503.6440043733,24001.6420102056,32742.2625931877,20332.2795922309,14439.1999077012,10629.9542675937,19377.4368631247,12640.8757283296,15696.89177479,22313.4537773416,7761.72712024819,25794.893284337,13484.8550637824,46583.6446580965,16297.570011389,33055.9099301163,32262.4235219103,32218.1510215477,29237.6636766877,29666.7357339513,30694.2405321554,6757.78357032536,7317.85044008224,6508.17291626881,15517.8616308271,27844.2783772954,27325.6562193991
"HVO_RS09405",8431.57252764678,15648.7134788253,13355.1169652347,18939.6040373712,12730.6994219292,14156.3621142102,18746.1687005297,16799.4326795718,13193.5241714122,12095.684613627,16722.3874528136,11484.6400223892,16366.3599637231,10477.3510070318,17152.7100170432,12251.8119270554,17552.32749826,9101.54822293942,6271.74708358159,3739.04739840881,8798.99339661547,5132.11042195953,7907.39581425555,12230.3463848168,3365.1086677526,14217.9352198929,6793.59944002387,22775.7285379197,7704.13852958985,16723.9632714736,16146.8640137797,16856.5847761445,15047.8391619802,16571.6813393516,15502.8915813512,2128.52735519714,2640.53649080502,2943.8719903356,7121.62804674686,14336.9443991639,14540.889814164
"HVO_RS09410",3480.91738211524,4629.67399945238,5356.96870449078,6507.49082618268,5260.88321525448,5863.98324831029,6336.78662147075,6581.93768399846,4940.50696899501,4884.04968844016,6590.13646977276,4770.90116954422,5853.97778174142,4536.56775874191,6069.90201473411,4924.29962664928,6623.89148543945,3574.59433370413,1532.00036436357,989.81071781777,4037.69461343696,1336.44275376952,3278.35280753172,4471.30943100831,1556.12644502464,5404.92996492737,2735.37108927256,8492.59323544367,3285.73733299479,5945.28831231917,4608.02323154008,4892.42305764766,4235.76851185297,4857.90092798838,4577.68809905985,535.03966305502,761.972995624865,795.584043266323,1877.17211504934,3927.24810079474,4124.77514336283
"HVO_RS09415",5338.27829192705,7669.79464160486,8286.63868308416,9534.06235925012,7809.30152459279,9428.12704553117,9524.18649075882,9949.37140253177,7676.86020921055,7708.18644235949,9311.74433900381,7383.87031594987,9079.42683922599,7130.44262558238,9431.90380499211,7790.88015631863,9892.42699097626,5707.02194961249,2113.73601909357,1534.24224295296,6002.00098446146,1860.80500620394,5116.11677740903,6790.17894482966,2613.63074897077,7757.2142740252,4070.0697840382,13429.5373605507,4861.89752661564,9548.27736297386,8579.52151488281,8803.55207296977,8991.05222152722,8998.11641821158,8833.2278610008,1109.33495356245,1380.28043837535,1584.83717902655,3594.13241061184,7831.52237454551,8392.10803000178
"HVO_RS09420",3181.73999332981,4616.89367095148,4978.11777630256,5907.42595584066,4753.93366332979,5854.87296879453,5694.36494238943,6014.90593723275,4376.12430126266,4458.29555555191,5944.76067164733,4547.26517722183,5730.08865597717,4129.99644874793,5703.12359073127,4581.85452260867,6115.37156415392,3198.235865168,1243.54437636313,831.612028576917,3652.160976394,1061.49306621057,2946.75946894119,4264.75841375668,1621.70352755985,4721.81520382181,2391.12370728928,8002.22846029508,2894.22760597455,5248.56787769702,5229.93941043452,5034.90133373174,4652.10473310348,4820.03310338268,5081.45916122108,757.488218618656,732.876174789548,698.510128172819,1742.48076238341,4865.34603842364,4403.62435548535
"HVO_RS09425",25522.3692720933,38477.5752635646,45637.029426017,53184.0300317311,39496.4965510769,46962.4786504588,54177.2448265486,53044.7772070703,43017.8905976857,41205.0474806904,50274.4765789144,40179.9332872552,49015.0432114551,36003.6844246418,52924.4411685325,39543.7721772713,52123.6567236755,31862.3132780952,11429.2243807401,7872.16630650317,31876.8870265197,9216.34757647302,26667.4731635363,37062.5337897952,13188.6737884321,41964.6920861814,19499.4573568613,78061.8344833753,25030.8592570121,52499.9339265277,58119.9451880252,59706.4246243605,52253.8160819059,55357.3498843041,53162.4299045465,6362.31947154556,7065.07180907542,7979.05376018559,24390.477262231,51714.0846759835,49805.9157360177
"HVO_RS09430",15654.1300034409,26035.1266974035,28933.599771609,35406.5425758368,24743.6949838301,28419.0108227708,36584.7742301679,32965.2992392898,28382.4040331938,25138.8903840463,31928.9615414389,26239.9564324932,33035.9450604356,23047.6676694126,34346.3515431107,25249.4835169173,33518.5397757527,19846.4202761681,9844.16355035634,5782.80343779064,20411.6329262075,6252.33887034214,16933.3664906898,25007.532872861,8358.41949286583,28061.6945168531,12430.9675012488,50182.6799522426,15832.9109934214,33429.216659153,34693.7401273198,35360.7000405289,31132.8985621193,33915.1450087622,31925.8282078075,2916.54772850101,3529.8080775844,4621.56247945159,14515.4744062501,30136.5557867941,30864.5347035832
"HVO_RS09435",20713.2273387379,33388.608208611,39129.4150140312,47337.2441155781,33437.0253899815,38790.5579248228,50599.2601790025,43724.0066726693,41860.0819260511,35260.9766823486,41927.0697488879,39164.2531554577,45117.3007162569,33000.7337017499,46931.5867001973,34729.2175691277,44407.5782623904,30425.013264634,22671.2900267909,12089.372806176,26890.7630122362,14435.2842155564,23141.5306631903,36256.3904310973,14724.713559527,40051.820784776,18569.0590271768,62270.2725577571,21421.2407867409,45811.5959435246,35278.0908994354,36179.4484439416,37133.5706205777,37777.6631185436,34102.6494816726,4518.75889341033,5155.59294175774,6377.33416114278,20076.1005657845,33550.7217502734,33969.4736835092
"HVO_RS09440",276.104582452357,2289.27634272438,174.918043430448,1802.0047614645,182.273996197643,184.23009687424,1688.73272740755,170.804659270932,1537.72690693696,163.900793754247,1815.3988963436,112.594510023423,1906.85290774202,136.91518447436,2256.85104659954,198.150727857328,1924.64211241208,184.934764711718,1142.24712305193,1004.7754586919,340.568590821967,944.022301866498,468.651918541285,1976.35146003358,144.151424671986,1823.63896707871,382.309131834012,425.789989943831,566.791990233769,1121.70208080471,784.699608269506,808.714721998363,443.488583505973,483.265571158458,481.233935696127,1260.5418148606,1514.85323473869,1572.17536401435,504.738121569158,501.595223793413,501.301954377557
"HVO_RS09445",7794.76307285416,11471.9423706237,7998.97725621039,9115.91760797107,7942.58938431231,7324.66473067034,9747.51355375306,8012.92323056481,9205.16765576811,8197.94916925827,8619.41856942121,8581.2546915093,9057.76790115532,8502.93386506926,9724.04241842106,6613.15352254097,9282.49491896091,8571.07745047686,10890.901834572,10844.4488867896,5934.55341512997,9810.51129757565,6634.07739406791,8834.14242849597,9342.66651542128,9748.81998807169,7065.95240562243,6885.28647245665,6579.75571779494,8089.79737387353,4921.06828803057,4924.53083817365,6717.49442200272,6769.32445570466,5857.00145428509,5668.80338655305,5521.12175350141,5317.96230512237,5516.67424445392,5252.07212699719,5417.19424449247
"HVO_RS09450",3903.14973801034,5624.14331092895,3836.59101893893,4731.73324607553,3912.05564339192,3514.54338652397,4772.5468525834,4056.61065768463,4726.21424536367,3997.62764411246,4499.74488346579,3780.84599520033,4820.41325700892,3809.41455339333,4726.38542440423,3375.67547662586,4475.26714083991,3902.28575889507,5332.09446715205,4815.79613463822,3228.32378145909,4952.49932575229,3766.16345230268,4221.6650360567,3733.16742828804,4234.41169699568,3877.2235847945,3581.88261682607,3640.44238532453,3831.07144357447,4146.80351497742,4296.42238163398,4138.02000773329,4284.47386967349,4293.98544826378,3598.43251647058,3806.22787551991,3874.51539373201,4077.60347649691,3714.10203877566,3969.68485122728
"HVO_RS09455",996.745233588454,447.311497531631,1095.93200670641,694.192693140768,1012.75989137316,896.85640566251,699.441354739422,1067.52912044332,817.138187912902,1027.04698571448,780.263811359503,738.46468298121,519.814513696145,843.197172677463,791.342507804818,864.750099520954,716.451309472578,910.073710555034,1162.50657371417,991.948537942646,795.215169278676,1043.61708033213,686.766647925279,690.237032470375,655.770825352069,738.603775728837,680.882413996416,679.044225668717,668.924962499919,643.263623781574,565.56806872616,523.758169830205,633.555119294248,559.001220369858,604.525274593481,471.067529428876,440.089415134171,360.86172784759,836.504190241021,562.858762577342,518.534209059285
"HVO_RS20890",21.534619244195,15.1766400948232,12.4349319974252,32.5827078918744,5.69606238117636,18.2205590315183,20.9072144079719,9.9305034459844,11.7743254742493,14.5474077296669,22.3571292653153,27.1779851780677,22.5252955934996,28.3848553178552,29.6954085078887,10.1615757875553,20.4283469096051,10.5445260581243,30.8715438662684,29.2168750399774,24.1478951927556,32.3470220657592,13.2637335436213,47.5513133241163,34.8562871133082,52.48960842743,31.2952165439346,11.0987912070667,23.9230385488279,30.2921928096586,77.2177806009886,92.3098690122201,81.4570867664033,72.1291897251429,70.2628060382774,98.8660246949493,107.294526830232,111.846032607732,123.348922967744,80.4083946539059,95.5606850532217
"HVO_RS09460",1448.20314417211,859.477091685777,1765.76034363438,1027.26037381326,1851.22027388232,1695.52424321073,1065.31760687893,1694.14388788494,1402.7146414989,1726.29238392047,1420.4229459897,1445.8688114732,1147.92371774565,1692.23828615566,1481.56011096115,1278.32623407445,1532.85560203858,1730.92450831055,1216.53177548014,1125.91859910157,1267.34815459911,924.443841142486,1139.20733657992,1152.37635883913,1439.74189313783,1235.7553526915,1064.03736249378,1444.86081895632,1039.73206000675,1160.01279524046,2013.92319675551,2074.96531649208,1916.95677523602,1893.391230285,1984.59284225097,1243.0948693262,1334.81665582017,1350.59360130092,2533.6152338317,2012.76251379698,1917.47997549415
"HVO_RS09465",6311.95071918244,16416.3319594109,6791.95985699365,16542.0597816608,5277.97140239801,6164.62247233034,17681.8014215784,5680.24797110308,11997.2527032284,6396.98009232552,10568.2150037145,5837.83121624893,13631.2692641586,5585.13770813092,12500.1618246045,5090.94946956519,12495.5820543145,5407.71963303958,13157.0661015053,14383.2538001684,7346.78894088561,13189.9238660247,6141.10863069665,12688.7707648321,4569.71831900744,13123.9018099554,5724.48717754999,11668.8654827024,7458.92738446437,10091.754939853,5275.85268538646,5167.34592840145,4673.82662290785,4428.73224912378,6432.36103580608,11035.1930505098,10414.8433077413,7960.0610376673,5061.55925281431,5802.16765232788,5567.58483080574
"HVO_RS09470",2188.0711339191,2822.05628710581,2369.26904324275,2541.4512155662,2455.00288628701,2227.96946824287,2613.40180099648,2618.67375870609,2341.52085931238,2452.69294322184,2333.33905765674,1851.98556141975,2497.70873830998,2384.32784669983,2208.69633010026,2356.46942513407,2479.12581424422,2409.82976297594,2204.42117920073,2665.86169572086,2124.18209092136,1969.76339632018,2061.03681786159,1968.92156732669,1939.54560327103,1810.89149074634,2103.54604175042,2387.24909053816,1877.03840921573,1776.54801360174,2479.31684740472,2392.02964918622,2125.12488586128,2026.83023127652,2510.90103087731,2611.22618164896,2416.85468063352,2255.91337467294,1955.15131922435,2265.47461128068,2279.35732381045
"HVO_RS09475",2726.43661502397,4958.76745835065,2604.70375572734,4073.74356170351,2838.9174907783,2733.08385472774,4422.82617521368,3341.61440957375,3891.80704675521,2915.30050902524,3719.48107210628,2213.06450735694,3746.12992870355,2346.75965583797,3821.87933282611,2999.69717248632,3907.65093028017,2533.11960611709,4578.63584966594,4439.53979265998,2269.90214811903,4234.9061783461,2537.05747726045,3703.80151438624,1657.74138372784,4145.17936266905,2830.94837223106,4155.99281653706,2593.34939037967,3864.03647692616,4261.58670235726,4047.58708255756,5332.72394697387,4991.33992897989,5037.71062161234,3880.49146927676,3980.80880053181,3226.65252560798,4037.90497255327,4907.46472133759,4674.64072457072
"HVO_RS09480",352.244843351475,838.709057871808,302.58334527068,795.561117693265,528.594588973166,441.342429874553,709.894961943408,263.158341318587,594.995913965398,222.090424672914,561.90918220159,239.166269566995,521.547228741798,303.884921638214,605.946849282594,371.913673824523,559.590788559539,303.357903518345,1383.43105950715,971.282943402175,449.650462209932,1177.26135570908,526.864971316067,1149.40440175637,569.516284359815,1031.04587982452,597.146564324807,519.625224694486,579.213567941815,688.701912996062,951.656971731103,975.273833476934,1477.08850669745,1383.07721297962,1650.51308523878,1001.7454561003,982.017703191951,1158.55607361595,2235.87645425439,1294.19225681049,1389.54635479029
"HVO_RS09485",29373.220649082,27295.5865958052,38389.1220624511,23743.7433009842,36836.4354190675,33121.9395594616,23957.7670556805,43779.6174919668,16153.5895956384,38183.0659816476,12914.9683389305,30054.9690376317,20581.189312276,30096.2951237847,12784.2746519502,26235.1563683102,13268.9409016067,31267.7642318948,23910.9754601707,26163.3552949456,16223.2221393261,24711.4223833944,10862.2608981401,9791.8555984145,10038.6106886328,8733.5209907754,8768.58134894514,10191.7172711437,8501.87985350654,8204.72951718077,12532.2370948361,12670.5328900686,40578.3003120547,40432.0173004289,34054.9238020994,17657.7627929435,16439.7037719541,12917.1616149421,29250.7083879025,26425.0063954678,31260.8765612629
"HVO_RS09490",44841.9991083139,30408.3953563065,62318.9051982962,28286.315826243,60821.4148937249,56152.7261753007,30707.9463256725,74097.4445125572,17187.3753722775,61482.1942014821,12400.009128186,46399.0328098593,22103.3794798829,48553.9647185629,12452.8096867135,42030.3097724861,14078.0493559907,49988.3535720108,34017.5471333903,41663.2638070077,23425.9563950963,37822.1811691003,13558.483177924,7558.42985072242,12627.4284874551,6532.70669456815,9389.41077984374,12542.6430450042,8747.55105706566,7892.89812061075,18137.8305730592,18879.3749492819,66506.9961085427,66784.4167665099,55438.6796775224,34290.5175357409,29580.5554817042,25319.4094193882,45501.5745379747,43446.0595876025,51427.3142447076
"HVO_RS09495",199.964321553239,111.029103851601,175.747038896943,145.717110294216,260.879657057877,264.198105957015,135.896893651817,246.276485460413,156.206051291707,198.814572305447,171.40465770075,183.257271486399,153.345281540363,164.465191106396,143.661570889516,187.989152069773,164.885942913241,219.812812442437,105.156196294477,99.0523324526062,164.871836143642,100.44601588841,177.586654667374,121.107251122359,179.007711785295,92.2317405224842,159.013532709722,234.083596367225,142.158055992074,97.1132063603761,129.391956682738,152.511957498451,217.218898043742,239.8295558361,291.656930724925,231.172028330837,225.500361473707,208.919947701236,180.06107145866,200.382824772432,245.951271366489
"HVO_RS09500",725.25521240271,944.94553853557,790.032679569749,1050.79232951295,814.536920508219,776.398265398583,988.341044740488,763.655714996201,832.837288545235,826.292759045079,781.754286643857,943.464342610063,918.338974196522,764.721396210451,778.501250071677,86.3733941942198,798.164697110998,837.884262926337,123.486175465074,122.568353826247,123.237534087167,121.726951457989,102.425497920187,110.705401332708,176.644573675918,67.4866394066958,95.5772829585031,77.6915384494668,100.752796965256,74.8395351768036,114.783187379848,108.363759275215,481.501890663628,439.988057323372,383.131149906834,97.4121125670824,129.117142456719,154.052082648386,189.985697444571,99.5532505238835,140.991174668688
"HVO_RS09505",1020.58713346596,1203.74719067887,2137.15031262415,573.817688984676,521.759314115754,566.861836536123,588.252987206117,479.643316441047,695.470158012326,562.499765547119,769.085246726845,519.487773832207,668.828007622373,620.292573563717,805.788922754601,399.349928450922,804.0013676566,654.571732992791,723.551809365666,998.361998317275,544.576670898696,1043.61708033213,381.70077642199,465.854272722201,823.553631117824,788.843829509377,408.529448397849,513.571338581541,412.672414967282,400.926081304305,452.871848389582,477.603235324095,848.963859854292,885.38580387613,567.405301592127,1578.94857086346,1363.91347665549,772.370715743964,723.079893259187,491.384633996092,496.602248555267
"HVO_RS09510",3795.47664178937,1584.76073411206,3246.34624679448,1641.80644766278,4646.84769056367,4659.40184567103,2188.6052173436,3264.15648269507,2631.95422101053,3155.81765015573,2370.60093976559,2664.21906131286,1807.22179261693,2729.12035394319,2073.06054529396,3354.336167472,2155.19059896334,3110.63518714666,2230.46904433789,1825.69838664444,2549.68465793854,2080.42426128199,3555.41746377626,3144.33059355719,2953.92263672103,2374.03000401776,2840.25235552791,4000.60973963813,2269.92831153686,2119.56254982876,2765.2313323327,2869.63288451032,5053.9596944844,4118.57673330566,4276.75117508458,2164.87515839382,2502.32659183727,1814.86015174811,8408.99381749067,4136.56519163983,3900.75583250036
"HVO_RS09515",4531.49916381418,3376.40303583251,5938.09452650379,3056.43901530166,4914.56262247896,4727.22281539946,3132.28084948524,5187.69500018225,3730.10631024218,5173.05818866954,3796.98578689271,4594.63252281789,3156.14045565843,5153.52093756235,3160.55455956934,4378.62300685757,3815.72336918695,4536.5795571607,1875.44628987581,2198.39169508122,3775.39851048117,1799.51591176355,3522.2581299172,2060.30924762147,3679.40603629972,2544.99615718139,3320.67622031047,3502.17311633895,3257.67376854328,2505.34253472824,1853.22673442373,1952.55440323674,2628.34866632928,2611.07666805017,2455.22107137528,822.914264372666,883.815932872756,757.598598229735,2340.79392896259,2310.14594164396,2222.96085394298
"HVO_RS09520",5860.49280859878,4337.32398499421,7183.2457171793,3760.58753585383,6329.46451796317,6290.14187899191,4034.14205281093,6494.5492536738,5120.26167123522,6510.44987261692,4621.21861914066,5772.60405182157,3729.66913576984,5881.50899159676,4059.44260088922,5463.87930096847,4342.48288592748,6192.07014828621,3062.0712572355,3416.94916626077,4782.94862024787,3158.09083852544,4380.7164398238,2722.31268780566,5031.12103486326,3129.88036537276,4122.51041716588,4394.11233697959,3905.89610152979,3072.87567648566,2139.14121935171,2191.35602089879,3466.45158128138,3081.71963100673,3165.80341168691,1168.94535080499,1207.51806466566,951.746428416742,2797.32672431446,3004.46604786182,3001.54545183562
"HVO_RS09525",2305.74244621774,3564.11411068953,2179.42908141539,3214.82717866494,1922.99065988514,1989.07769427408,3520.01464396035,1751.74080787165,2827.40802388307,2011.42157542194,2664.2245707834,2039.1254022173,2803.53294386787,2106.32323432202,3012.88009563822,1854.48758122884,2824.9485440711,2026.17123793803,3077.50702916863,3669.92454770447,2181.6374277593,3617.75904682833,2083.87991452005,2874.62548829697,2481.88579937301,3156.12516958647,2122.15400834411,2400.36584378288,2305.81286936011,2584.63680414175,2013.92319675551,1998.70933774285,2007.46464942092,1792.4103646698,2207.31268025909,4319.57293189257,4073.55491694439,3319.50583569742,1899.85697444571,2015.31516124631,1726.35860538771
"HVO_RS09530",416.079607539625,1638.2783597096,333.256177530996,1484.32335951872,323.536343250817,271.283878913716,1322.85647526804,282.026297865957,1273.19706128216,319.073142870694,1281.06350690256,318.370683514507,1223.29682223159,343.957658557539,1422.97187255369,313.992691835458,1385.47967076214,316.335781743728,1015.8667403494,1243.49870596977,432.996741387342,1195.13734158752,565.919297861174,1448.82907784417,528.752151973065,1378.22714699452,654.662097432579,636.667022878098,733.793201641933,976.477744687819,1104.00556588981,1119.75884584389,821.811497598824,762.766181343387,1096.36491686142,2526.89927823268,2375.02800068275,2072.3170569961,1002.38722457695,990.427210340175,772.318323462923
"HVO_RS09535",56.9129222882297,17.5729516887426,51.3977189226909,43.4436105224991,36.4547992395287,48.588157417382,19.0065585527017,44.6872655069298,33.7530663595147,51.400840644823,46.2047338149849,55.9089980805963,36.3870159587301,47.5863750916984,42.5366662410297,36.581672835199,23.3466821824058,58.4004520142268,15.4357719331342,41.3311890809436,42.4669880976047,26.3883601062772,38.3174524593503,29.7195708275727,95.1163089024173,29.9940619585315,33.8326665339834,31.2784115835516,40.4851421595549,28.5102991149728,52.1741760817491,96.3233415779688,74.2164568316119,52.2936625507286,50.3771062161234,61.0643093704099,54.5565390662195,37.9854450365884,86.4860264486479,75.3030997552453,64.2293129046245
"HVO_RS09540",6972.60207385257,13081.4649912063,5410.02441434646,10428.2766758382,6174.53162119517,5628.12823418008,11757.4571207013,5826.22637175905,9197.31810545194,5449.45893553321,8478.56865504972,5417.73721678223,10670.925608659,4746.94962756837,9653.41550088879,5798.19514437904,8803.88793422159,5082.4615600159,12632.2498557787,11452.3024089628,5943.7129615824,12113.108526204,5910.46704185479,10673.040873452,3654.00230162392,11176.5373372978,6820.66557325105,8024.42604270922,6110.03605705738,9324.64970429079,6016.7259857473,6064.35704684628,6241.42300379019,6338.35254709694,6563.60665463229,10729.8715036577,10885.848095013,10536.7403926492,7478.91458223963,5951.49752811371,5764.9724753419
"HVO_RS09545",786.782695957553,1359.50744428364,751.898888110978,1150.35060362701,698.337247932221,681.246457122877,1124.23793839231,687.190838462121,859.5257596202,709.913497207744,817.525693468361,825.434235551026,1112.40305930975,700.438047402367,891.664833844982,491.820268117675,920.734778568629,726.761180621489,1147.07080178104,1161.54893451617,532.919066322882,1043.61708033213,619.711106121416,956.97018064784,977.157608227318,838.334031740954,560.776447800775,551.912617296862,656.043326358243,693.156647232776,755.482069663726,760.553051209378,599.162127103989,627.523950608744,893.530778675453,1542.60076766678,1334.81665582017,1034.04822599602,982.537972605131,701.978048565846,715.921853595448
"HVO_RS09550",383.777678673332,449.70780912555,417.813715113487,321.30170282265,372.522479728934,311.774010094868,267.992475593094,307.845606825516,267.669665781268,339.439513692227,322.687899062717,400.68115291094,375.132807384051,374.847059932852,280.099934304139,243.877818901327,312.261874189678,287.135555736615,343.445925512236,223.045899695437,266.459533161441,271.544737867821,264.537796786669,283.821901403319,411.186031031568,278.944776214343,241.057749054632,155.383076898934,258.092781267163,231.646180309154,277.566616754905,270.909398188037,338.499449451498,248.845704551743,376.502583299449,354.754559199524,358.254606534841,305.99386279474,432.43013224324,316.528283716963,299.214604019104
"HVO_RS09555",3647.81068125775,2793.30054797877,3874.7248103977,2983.12792254494,4441.78944484132,4092.54000913491,3233.96593774219,3291.96189234383,2832.90270910438,3905.49406182457,2746.94594906507,3831.31939624531,3215.91912473348,3766.00242173073,3076.2838056956,2571.89483183024,3117.51165516937,3702.75088117979,2117.59496207685,1936.86503313801,2248.25231104966,1614.79739101961,2750.7509621299,2885.02733808662,3258.1766683033,2531.49882930005,1932.6910757538,1929.17170799196,2366.54058259944,1896.82583799303,1928.35754798145,2135.16740497831,2952.36685591119,2863.52883208817,2871.49505431904,905.78725566108,1085.67512741777,1192.32091364847,3262.36634193998,2446.71258018314,2710.16369085367
"HVO_RS09560",17109.2549895129,15742.1696309882,16822.8050015833,13250.3012093622,20087.7335934565,17302.4453069856,15757.3873681173,15697.1467970675,14115.8463335617,17963.1390645927,14077.5390607268,16334.7456058809,15816.222936728,16215.2660246677,14133.4092925384,12675.5496373964,14986.3812096499,17587.4583475622,11934.7459115502,12682.2615874751,10640.8949195939,10406.3774935238,12918.8764714871,12929.4992885355,12867.8777900842,12188.8369283982,10345.1836094288,11296.5514867562,11452.6946468177,9874.36390910136,9067.87180300799,9132.65682336117,13053.0456149452,12256.5525640449,11841.271387432,5617.91646207771,6070.32424676802,5860.31004814477,11175.1288601351,10805.3566530154,11882.4228873555
"HVO_RS09565",26241.4717361405,14948.9904934008,31152.8206354161,14886.6772057097,44129.6736919257,37494.873727026,13997.3800461372,27374.4257992006,21420.637857786,29485.6558136708,20784.6778403214,31086.955960536,23010.4558062827,29615.4222807528,21419.2178988793,25474.0543418223,19797.2569068619,31609.2446527002,13024.8973043278,10027.0889923786,25013.0559894892,10849.0209533711,28184.6969061094,22044.491661352,20357.2532432267,15530.9252821276,21166.5620003234,26956.9458799273,20805.6826025422,16777.4200823142,23234.2040927245,24291.542704194,28106.3152493765,32106.5055764043,25848.7583421572,8739.46580060795,10167.5203306411,11011.5584556066,27041.7702041813,25897.884697181,31383.0689126425
"HVO_RS09570",3901.61155092147,5512.31543654605,4251.08875218643,4118.09224744523,5009.11725800649,4547.04173164333,3979.97336093573,4032.77744941427,3798.39739799283,4096.55001667419,3811.89053973625,3707.85369215066,4421.88879650854,3760.99332961581,4018.51109186483,3245.60730654515,3982.79806355479,3716.53987679426,3910.07397781206,3280.12867826868,3014.3234688888,3290.03263905682,3298.98528193291,4251.38460688427,2823.95004070531,4049.19836440175,2763.28303916309,3009.79037915272,2804.51621141644,3440.83672443828,2650.44814495285,2759.26238895223,3459.21095134659,3570.39489139458,3171.10626497282,2728.99306400617,2791.47624888823,2943.8719903356,4320.04791129558,3133.374744053,3291.36064421015
